ZIP Code,City,Adresse d'arrivée,Distance Km
7941,"7941 Attre, Belgique",BRUXELLES,"60,78"
6044,"6044 Roux, Belgique",BRUXELLES,"60,92"
9270,"9270 LAARNE, Belgique",BRUXELLES,"61,134"
9080,"9080 Beervelde, Belgique",BRUXELLES,"61,174"
5003,"5003 Saint-Marc, Belgique",BRUXELLES,"61,33"
6150,"6150 ANDERLUES, Belgique",BRUXELLES,"61,44"
6042,"6042 Lodelinsart, Belgique",BRUXELLES,"61,469"
9041,"9041 Oostakker, Belgique",BRUXELLES,"62,02"
6181,"6181 Gouy-Lez-Piéton, Belgique",BRUXELLES,"62,32"
2240,"2240 ZANDHOVEN, Belgique",BRUXELLES,"62,392"
2431,"2431 Varendonk, Belgique",BRUXELLES,"62,485"
6043,"6043 Ransart, Belgique",BRUXELLES,"62,61"
6220,"6220 Heppignies, Belgique",BRUXELLES,"62,7"
5012,"5012 Parlement Wallon, Belgique",BRUXELLES,"62,773"
3472,"3472 Kersbeek-Miskom, Belgique",BRUXELLES,"62,788"
2200,"2200 Morkhoven, Belgique",BRUXELLES,"62,8"
6183,"6183 Trazegnies, Belgique",BRUXELLES,"62,84"
3800,"3800 Halmaal, Belgique",BRUXELLES,"62,872"
9921,"9921 Vinderhoute, Belgique",BRUXELLES,"62,873"
7134,"7134 Péronnes-Lez-Binche, Belgique",BRUXELLES,"62,96"
9890,"9890 GAVERE, Belgique",BRUXELLES,63
6000,"6000 CHARLEROI, Belgique",BRUXELLES,"63,032"
7803,"7803 Bouvignies, Belgique",BRUXELLES,"63,1"
6060,"6060 Gilly, Belgique",BRUXELLES,"63,273"
9680,"9680 MAARKEDAL, Belgique",BRUXELLES,"63,276"
5022,"5022 Cognelée, Belgique",BRUXELLES,"63,28"
2520,"2520 Broechem, Belgique",BRUXELLES,"63,545"
7021,"7021 Havre, Belgique",BRUXELLES,"63,67"
3440,"3440 Budingen, Belgique",BRUXELLES,"63,754"
6075,"6075 CSM Charleroi X, Belgique",BRUXELLES,"63,83"
3803,"3803 Duras, Belgique",BRUXELLES,"64,008"
7034,"7034 Saint-Denis, Belgique",BRUXELLES,"64,05"
5000,"5000 Beez, Belgique",BRUXELLES,"64,48"
7862,"7862 Ogy, Belgique",BRUXELLES,"64,53"
1033,"1033 RTL-TVI, Belgique",BRUXELLES,"64,59"
5002,"5002 Saint-Servais, Belgique",BRUXELLES,"64,617"
7863,"7863 Ghoy, Belgique",BRUXELLES,"64,78"
5004,"5004 Bouge, Belgique",BRUXELLES,"64,83"
6182,"6182 Souvret, Belgique",BRUXELLES,"64,88"
6099,"6099 Charleroi X, Belgique",BRUXELLES,"65,2"
6020,"6020 Dampremy, Belgique",BRUXELLES,"65,31"
2960,"2960 Sint-Job-In-'T-Goor, Belgique",BRUXELLES,"65,35"
7131,"7131 Waudrez, Belgique",BRUXELLES,"65,38"
2242,"2242 Pulderbos, Belgique",BRUXELLES,"65,51"
5021,"5021 Boninne, Belgique",BRUXELLES,"65,57"
7890,"7890 Lahamaide, Belgique",BRUXELLES,"65,67"
2560,"2560 NIJLEN, Belgique",BRUXELLES,"65,901"
9032,"9032 Wondelgem, Belgique",BRUXELLES,"66,11"
6010,"6010 Couillet, Belgique",BRUXELLES,"66,2"
7812,"7812 Villers-Saint-Amand, Belgique",BRUXELLES,"66,51"
7130,"7130 Bray, Belgique",BRUXELLES,"66,584"
6001,"6001 Marcinelle, Belgique",BRUXELLES,"66,66"
6061,"6061 Montignies-Sur-Sambre, Belgique",BRUXELLES,"66,67"
9920,"9920 LOVENDEGEM, Belgique",BRUXELLES,"66,84"
5101,"5101 Lives-Sur-Meuse, Belgique",BRUXELLES,"66,875"
9042,"9042 Desteldonk, Belgique",BRUXELLES,67
9750,"9750 Huise, Belgique",BRUXELLES,67
7950,"7950 CHIÈVRES, Belgique",BRUXELLES,"67,024"
7030,"7030 Saint-Symphorien, Belgique",BRUXELLES,"67,144"
2430,"2430 Eindhout, Belgique",BRUXELLES,"67,26"
6240,"6240 Pironchamps, Belgique",BRUXELLES,"67,36"
5100,"5100 Jambes, Belgique",BRUXELLES,"67,44"
4219,"4219 Ambresin, Belgique",BRUXELLES,"67,46"
6141,"6141 Forchies-La-Marche, Belgique",BRUXELLES,"67,48"
3560,"3560 LUMMEN, Belgique",BRUXELLES,"67,494"
4257,"4257 Rosoux-Crenwick, Belgique",BRUXELLES,"67,721"
5024,"5024 Gelbressée, Belgique",BRUXELLES,"67,77"
2243,"2243 Pulle, Belgique",BRUXELLES,"67,79"
7880,"7880 FLOBECQ, Belgique",BRUXELLES,"67,99"
7031,"7031 Villers-Saint-Ghislain, Belgique",BRUXELLES,"68,11"
2980,"2980 ZOERSEL, Belgique",BRUXELLES,"68,183"
6140,"6140 FONTAINE-L'EVÊQUE, Belgique",BRUXELLES,"68,25"
5060,"5060 Keumiée, Belgique",BRUXELLES,"68,32"
6224,"6224 Wanfercée-Baulet, Belgique",BRUXELLES,"68,494"
6280,"6280 Loverval, Belgique",BRUXELLES,"68,53"
7802,"7802 Ormeignies, Belgique",BRUXELLES,"68,68"
7000,"7000 MONS, Belgique",BRUXELLES,"68,93"
5150,"5150 Soye, Belgique",BRUXELLES,"69,01"
3891,"3891 Muizen, Belgique",BRUXELLES,"69,267"
3980,"3980 TESSENDERLO, Belgique",BRUXELLES,"69,27"
7032,"7032 Spiennes, Belgique",BRUXELLES,"69,4"
7022,"7022 Hyon, Belgique",BRUXELLES,"69,5"
6031,"6031 Monceau-Sur-Sambre, Belgique",BRUXELLES,"69,56"
7133,"7133 Buvrinnes, Belgique",BRUXELLES,"69,64"
3806,"3806 Velm, Belgique",BRUXELLES,"69,79"
7010,"7010 SHAPE, Belgique",BRUXELLES,"69,876"
2288,"2288 Bouwel, Belgique",BRUXELLES,"69,9"
1105,"1105 SOC, Belgique",BRUXELLES,"7,1"
1120,"1120 Neder-Over-Heembeek, Belgique",BRUXELLES,"7,11"
1140,"1140 EVERE, Belgique",BRUXELLES,"7,19"
1853,"1853 Strombeek-Bever, Belgique",BRUXELLES,"7,69"
1190,"1190 FOREST, Belgique",BRUXELLES,"7,79"
9940,"9940 Sleidinge, Belgique",BRUXELLES,"70,013"
5001,"5001 Belgrade, Belgique",BRUXELLES,"70,191"
9881,"9881 Bellem, Belgique",BRUXELLES,"70,409"
7951,"7951 Tongre-Notre-Dame, Belgique",BRUXELLES,"70,41"
6032,"6032 Mont-Sur-Marchienne, Belgique",BRUXELLES,"70,43"
3540,"3540 Berbroek, Belgique",BRUXELLES,"70,476"
6530,"6530 THUIN, Belgique",BRUXELLES,"70,51"
6534,"6534 Gozée, Belgique",BRUXELLES,"70,51"
7332,"7332 Neufmaison, Belgique",BRUXELLES,"70,78"
9870,"9870 Machelen, Belgique",BRUXELLES,"71,113"
3510,"3510 Spalbeek, Belgique",BRUXELLES,"71,47"
9930,"9930 ZOMERGEM, Belgique",BRUXELLES,"71,52"
9950,"9950 WAARSCHOOT, Belgique",BRUXELLES,"71,54"
4253,"4253 Darion, Belgique",BRUXELLES,"71,74"
2280,"2280 GROBBENDONK, Belgique",BRUXELLES,"71,75"
6540,"6540 LOBBES, Belgique",BRUXELLES,"71,88"
6142,"6142 Leernes, Belgique",BRUXELLES,"71,884"
7903,"7903 Blicquy, Belgique",BRUXELLES,"71,89"
9770,"9770 KRUISHOUTEM, Belgique",BRUXELLES,"71,99"
4254,"4254 Ligney, Belgique",BRUXELLES,"72,21"
3454,"3454 Rummen, Belgique",BRUXELLES,"72,23"
4263,"4263 Tourinne, Belgique",BRUXELLES,"72,332"
6120,"6120 Jamioulx, Belgique",BRUXELLES,"72,54"
3450,"3450 Grazen, Belgique",BRUXELLES,"72,757"
5330,"5330 Sart-Bernard, Belgique",BRUXELLES,"72,85"
4250,"4250 Lens-Saint-Servais, Belgique",BRUXELLES,"72,862"
4300,"4300 Grand-Axhe, Belgique",BRUXELLES,"72,902"
4261,"4261 Latinne, Belgique",BRUXELLES,"72,91"
6200,"6200 Bouffioulx, Belgique",BRUXELLES,"73,025"
2390,"2390 MALLE, Belgique",BRUXELLES,"73,085"
4217,"4217 Waret-L'Evêque, Belgique",BRUXELLES,"73,1"
9932,"9932 Ronsele, Belgique",BRUXELLES,"73,577"
2270,"2270 HERENTHOUT, Belgique",BRUXELLES,"73,61"
7972,"7972 Aubechies, Belgique",BRUXELLES,"73,7"
2920,"2920 KALMTHOUT, Belgique",BRUXELLES,"73,72"
7011,"7011 Ghlin, Belgique",BRUXELLES,"73,74"
5340,"5340 Mozet, Belgique",BRUXELLES,74
6531,"6531 Biesme-Sous-Thuin, Belgique",BRUXELLES,"74,27"
6536,"6536 Donstiennes, Belgique",BRUXELLES,"74,27"
6532,"6532 Ragnies, Belgique",BRUXELLES,"74,301"
6533,"6533 Biercée, Belgique",BRUXELLES,"74,39"
7012,"7012 Jemappes, Belgique",BRUXELLES,"74,465"
2275,"2275 Wechelderzande, Belgique",BRUXELLES,"74,52"
9800,"9800 Wontergem, Belgique",BRUXELLES,"74,634"
3840,"3840 Gotem, Belgique",BRUXELLES,"74,694"
3890,"3890 Boekhout, Belgique",BRUXELLES,"74,742"
6250,"6250 Roselies, Belgique",BRUXELLES,"74,749"
3512,"3512 Stevoort, Belgique",BRUXELLES,"74,86"
3580,"3580 BERINGEN, Belgique",BRUXELLES,"74,96"
4530,"4530 Vieux-Waleffe, Belgique",BRUXELLES,"75,04"
7041,"7041 Givry, Belgique",BRUXELLES,"75,09"
2290,"2290 VORSELAAR, Belgique",BRUXELLES,"75,11"
2990,"2990 Loenhout, Belgique",BRUXELLES,"75,15"
3830,"3830 Berlingen, Belgique",BRUXELLES,"75,17"
6110,"6110 MONTIGNY-LE-TILLEUL, Belgique",BRUXELLES,"75,247"
6111,"6111 Landelies, Belgique",BRUXELLES,"75,32"
9771,"9771 Nokere, Belgique",BRUXELLES,"75,32"
4252,"4252 Omal, Belgique",BRUXELLES,"75,59"
6590,"6590 MOMIGNIES, Belgique",BRUXELLES,"75,85"
4210,"4210 Lamontzée, Belgique",BRUXELLES,"76,113"
9060,"9060 ZELZATE, Belgique",BRUXELLES,"76,28"
7050,"7050 Erbaut, Belgique",BRUXELLES,"76,389"
6592,"6592 Monceau-Imbrechies, Belgique",BRUXELLES,"76,48"
4218,"4218 Couthuin, Belgique",BRUXELLES,"76,51"
5336,"5336 Courrière, Belgique",BRUXELLES,"76,56"
7033,"7033 Cuesmes, Belgique",BRUXELLES,"76,76"
7331,"7331 Baudour, Belgique",BRUXELLES,"76,83"
9185,"9185 WACHTEBEKE, Belgique",BRUXELLES,"76,83"
6591,"6591 Macon, Belgique",BRUXELLES,"76,93"
4350,"4350 Pousset, Belgique",BRUXELLES,"77,123"
7970,"7970 BELOEIL, Belgique",BRUXELLES,"77,37"
7904,"7904 Tourpes, Belgique",BRUXELLES,"77,41"
3831,"3831 Herten, Belgique",BRUXELLES,"77,522"
9681,"9681 Nukerke, Belgique",BRUXELLES,"77,65"
8793,"8793 Sint-Eloois-Vijve, Belgique",BRUXELLES,"77,66"
8755,"8755 RUISELEDE, Belgique",BRUXELLES,"77,665"
5333,"5333 Sorinne-La-Longue, Belgique",BRUXELLES,"77,72"
7080,"7080 FRAMERIES, Belgique",BRUXELLES,"77,74"
4260,"4260 Fumal, Belgique",BRUXELLES,"77,764"
5070,"5070 Sart-Saint-Laurent, Belgique",BRUXELLES,"77,78"
9900,"9900 EEKLO, Belgique",BRUXELLES,"77,859"
3583,"3583 Paal, Belgique",BRUXELLES,"77,96"
7971,"7971 Wadelincourt, Belgique",BRUXELLES,"78,15"
7901,"7901 Thieulain, Belgique",BRUXELLES,"78,19"
3511,"3511 Stokrooie, Belgique",BRUXELLES,"78,31"
4317,"4317 Aineffe, Belgique",BRUXELLES,"78,454"
9910,"9910 KNESSELARE, Belgique",BRUXELLES,"78,46"
9180,"9180 MOERBEKE-WAAS, Belgique",BRUXELLES,"78,52"
6567,"6567 Merbes-Sainte-Marie, Belgique",BRUXELLES,"78,54"
4360,"4360 OREYE, Belgique",BRUXELLES,"78,562"
2340,"2340 Vlimmeren, Belgique",BRUXELLES,"78,66"
8790,"8790 WAREGEM, Belgique",BRUXELLES,"78,72"
3582,"3582 Koersel, Belgique",BRUXELLES,"79,1"
4357,"4357 Limont, Belgique",BRUXELLES,"79,12"
5332,"5332 Crupet, Belgique",BRUXELLES,"79,12"
8700,"8700 Kanegem, Belgique",BRUXELLES,"79,25"
8720,"8720 Wakken, Belgique",BRUXELLES,"79,288"
7024,"7024 Ciply, Belgique",BRUXELLES,"79,33"
4351,"4351 Hodeige, Belgique",BRUXELLES,"79,48"
3550,"3550 Zolder, Belgique",BRUXELLES,"79,504"
2250,"2250 OLEN, Belgique",BRUXELLES,"79,86"
2310,"2310 RIJKEVORSEL, Belgique",BRUXELLES,"79,9"
1200,"1200 WOLUWE-SAINT-LAMBERT, Belgique",BRUXELLES,"8,35"
1101,"1101 Scanning, Belgique",BRUXELLES,"8,45"
1701,"1701 Itterbeek, Belgique",BRUXELLES,"8,6"
1099,"1099 Bruxelles X, Belgique",BRUXELLES,"8,768"
1702,"1702 Groot-Bijgaarden, Belgique",BRUXELLES,"8,77"
1130,"1130 Haren, Belgique",BRUXELLES,"8,852"
7330,"7330 SAINT-GHISLAIN, Belgique",BRUXELLES,"80,19"
9790,"9790 Moregem, Belgique",BRUXELLES,"80,298"
7760,"7760 Popuelles, Belgique",BRUXELLES,"80,324"
7040,"7040 Genly, Belgique",BRUXELLES,"80,4"
7301,"7301 Hornu, Belgique",BRUXELLES,"80,43"
7910,"7910 Arc-Ainières, Belgique",BRUXELLES,"80,527"
7912,"7912 Dergneau, Belgique",BRUXELLES,"80,527"
7390,"7390 QUAREGNON, Belgique",BRUXELLES,"80,681"
4520,"4520 Vinalmont, Belgique",BRUXELLES,"80,75"
7334,"7334 Villerot, Belgique",BRUXELLES,81
7340,"7340 Wasmes, Belgique",BRUXELLES,81
4537,"4537 Seraing-Le-Château, Belgique",BRUXELLES,"81,1"
7333,"7333 Tertre, Belgique",BRUXELLES,"81,221"
2910,"2910 ESSEN, Belgique",BRUXELLES,"81,58"
2320,"2320 HOOGSTRATEN, Belgique",BRUXELLES,"81,69"
5530,"5530 Mont, Belgique",BRUXELLES,"81,744"
7533,"7533 Thimougies, Belgique",BRUXELLES,"81,97"
7300,"7300 BOUSSU, Belgique",BRUXELLES,"82,08"
3581,"3581 Beverlo, Belgique",BRUXELLES,"82,109"
2350,"2350 VOSSELAAR, Belgique",BRUXELLES,"82,41"
5334,"5334 Florée, Belgique",BRUXELLES,"82,41"
6560,"6560 Grand-Reng, Belgique",BRUXELLES,"82,448"
4830,"4830 LIMBOURG, Belgique",BRUXELLES,"82,73"
8792,"8792 Desselgem, Belgique",BRUXELLES,"82,93"
9600,"9600 RENAIX, Belgique",BRUXELLES,"83,02"
3530,"3530 Helchteren, Belgique",BRUXELLES,"83,27"
5360,"5360 Natoye, Belgique",BRUXELLES,"83,27"
6543,"6543 Bienne-Lez-Happart, Belgique",BRUXELLES,"83,28"
2322,"2322 Minderhout, Belgique",BRUXELLES,"83,3"
8540,"8540 DEERLIJK, Belgique",BRUXELLES,"83,4"
8572,"8572 Kaster, Belgique",BRUXELLES,"83,48"
9960,"9960 ASSENEDE, Belgique",BRUXELLES,"83,668"
8730,"8730 BEERNEM, Belgique",BRUXELLES,"83,96"
2460,"2460 Lichtaart, Belgique",BRUXELLES,"84,18"
3945,"3945 HAM, Belgique",BRUXELLES,"84,19"
8573,"8573 Tiegem, Belgique",BRUXELLES,"84,19"
2321,"2321 Meer, Belgique",BRUXELLES,"84,237"
2323,"2323 Wortel, Belgique",BRUXELLES,"84,26"
7350,"7350 Hainin, Belgique",BRUXELLES,"84,5"
7543,"7543 Mourcourt, Belgique",BRUXELLES,"84,53"
6500,"6500 Leval-Chaudeville, Belgique",BRUXELLES,"84,578"
5537,"5537 Annevoie-Rouillon, Belgique",BRUXELLES,"84,67"
3971,"3971 Heppen, Belgique",BRUXELLES,"84,69"
3870,"3870 Veulen, Belgique",BRUXELLES,"84,693"
3500,"3500 HASSELT, Belgique",BRUXELLES,"84,81"
5651,"5651 Gourdinne, Belgique",BRUXELLES,85
5352,"5352 Perwez-Haillot, Belgique",BRUXELLES,"85,06"
6542,"6542 Sars-La-Buissière, Belgique",BRUXELLES,"85,16"
8581,"8581 Kerkhove, Belgique",BRUXELLES,"85,19"
2300,"2300 TURNHOUT, Belgique",BRUXELLES,"85,25"
7811,"7811 Arbre, Belgique",BRUXELLES,"85,44"
5170,"5170 Arbre, Belgique",BRUXELLES,"85,442"
7531,"7531 Havinnes, Belgique",BRUXELLES,"85,74"
2330,"2330 MERKSPLAS, Belgique",BRUXELLES,"85,9"
3520,"3520 ZONHOVEN, Belgique",BRUXELLES,"85,93"
8710,"8710 Ooigem, Belgique",BRUXELLES,"86,165"
5350,"5350 OHEY, Belgique",BRUXELLES,"86,27"
7604,"7604 Baugnies, Belgique",BRUXELLES,"86,331"
4340,"4340 Fooz, Belgique",BRUXELLES,"86,399"
5650,"5650 Chastrès, Belgique",BRUXELLES,"86,658"
9931,"9931 Oostwinkel, Belgique",BRUXELLES,"86,7"
5351,"5351 Haillot, Belgique",BRUXELLES,"86,78"
3970,"3970 LEOPOLDSBURG, Belgique",BRUXELLES,"86,87"
3717,"3717 HERSTAPPE, Belgique",BRUXELLES,"86,97"
5363,"5363 Emptinne, Belgique",BRUXELLES,"86,99"
9968,"9968 Bassevelde, Belgique",BRUXELLES,"87,055"
4342,"4342 Hognoul, Belgique",BRUXELLES,"87,14"
8530,"8530 HARELBEKE, Belgique",BRUXELLES,"87,148"
7322,"7322 Ville-Pommeroeul, Belgique",BRUXELLES,"87,207"
7602,"7602 Bury, Belgique",BRUXELLES,"87,32"
8020,"8020 Hertsberge, Belgique",BRUXELLES,"87,34"
9982,"9982 Sint-Jan-In-Eremo, Belgique",BRUXELLES,"87,52"
5621,"5621 Morialmé, Belgique",BRUXELLES,"87,521"
4347,"4347 Voroux-Goreux, Belgique",BRUXELLES,"87,555"
8740,"8740 PITTEM, Belgique",BRUXELLES,"87,69"
8780,"8780 OOSTROZEBEKE, Belgique",BRUXELLES,"87,773"
9991,"9991 Adegem, Belgique",BRUXELLES,"87,9"
8553,"8553 Otegem, Belgique",BRUXELLES,"88,01"
3570,"3570 ALKEN, Belgique",BRUXELLES,"88,31"
7750,"7750 Russeignies, Belgique",BRUXELLES,"88,313"
3501,"3501 Wimmertingen, Belgique",BRUXELLES,"88,5"
9961,"9961 Boekhoute, Belgique",BRUXELLES,"88,627"
8531,"8531 Bavikhove, Belgique",BRUXELLES,"88,73"
4099,"4099 Liège X, Belgique",BRUXELLES,"88,97"
5364,"5364 Schaltin, Belgique",BRUXELLES,"89,2"
7548,"7548 Warchin, Belgique",BRUXELLES,"89,28"
7601,"7601 Roucourt, Belgique",BRUXELLES,"89,46"
8550,"8550 ZWEVEGEM, Belgique",BRUXELLES,"89,68"
2450,"2450 MEERHOUT, Belgique",BRUXELLES,"89,697"
2328,"2328 Meerle, Belgique",BRUXELLES,"89,986"
4460,"4460 Bierset, Belgique",BRUXELLES,9
1150,"1150 WOLUWE-SAINT-PIERRE, Belgique",BRUXELLES,"9,16"
1160,"1160 AUDERGHEM, Belgique",BRUXELLES,"9,48"
1180,"1180 UCCLE, Belgique",BRUXELLES,"9,53"
1110,"1110 OTAN, Belgique",BRUXELLES,"9,77"
5501,"5501 Lisogne, Belgique",BRUXELLES,"90,01"
8580,"8580 AVELGEM, Belgique",BRUXELLES,"90,05"
7321,"7321 Harchies, Belgique",BRUXELLES,"90,085"
8760,"8760 MEULEBEKE, Belgique",BRUXELLES,"90,38"
7510,"7510 3 Suisses, Belgique",BRUXELLES,"90,49"
7600,"7600 PÉRUWELZ, Belgique",BRUXELLES,"90,55"
7542,"7542 Mont-Saint-Aubert, Belgique",BRUXELLES,"90,56"
8520,"8520 KUURNE, Belgique",BRUXELLES,"90,56"
8551,"8551 Heestert, Belgique",BRUXELLES,"90,56"
6470,"6470 Grandrieu, Belgique",BRUXELLES,"90,58"
7540,"7540 Kain, Belgique",BRUXELLES,"90,737"
2491,"2491 Olmen, Belgique",BRUXELLES,"90,75"
4431,"4431 Loncin, Belgique",BRUXELLES,"90,82"
7370,"7370 Elouges, Belgique",BRUXELLES,"91,05"
5640,"5640 METTET, Belgique",BRUXELLES,"91,329"
8770,"8770 INGELMUNSTER, Belgique",BRUXELLES,"91,43"
7536,"7536 Vaulx, Belgique",BRUXELLES,"91,606"
8500,"8500 KORTRIJK, Belgique",BRUXELLES,"91,72"
7973,"7973 Grandglise, Belgique",BRUXELLES,"91,81"
3590,"3590 DIEPENBEEK, Belgique",BRUXELLES,"92,31"
5362,"5362 Achet, Belgique",BRUXELLES,"92,368"
8850,"8850 ARDOOIE, Belgique",BRUXELLES,"92,58"
3832,"3832 Ulbeek, Belgique",BRUXELLES,"92,68"
7521,"7521 Chercq, Belgique",BRUXELLES,"92,73"
4450,"4450 JUPRELLE, Belgique",BRUXELLES,"92,77"
8510,"8510 Marke, Belgique",BRUXELLES,"92,94"
7503,"7503 Froyennes, Belgique",BRUXELLES,"93,04"
4432,"4432 Alleur, Belgique",BRUXELLES,"93,271"
8860,"8860 LENDELEDE, Belgique",BRUXELLES,"93,28"
3720,"3720 KORTESSEM, Belgique",BRUXELLES,"93,29"
4470,"4470 SAINT-GEORGES-SUR-MEUSE, Belgique",BRUXELLES,"93,36"
8200,"8200 Sint-Michiels, Belgique",BRUXELLES,"93,39"
8552,"8552 Moen, Belgique",BRUXELLES,"93,45"
7380,"7380 QUIÉVRAIN, Belgique",BRUXELLES,"93,47"
5641,"5641 Furnaux, Belgique",BRUXELLES,"93,606"
2360,"2360 OUD-TURNHOUT, Belgique",BRUXELLES,"93,629"
8310,"8310 Assebroek, Belgique",BRUXELLES,"93,65"
3721,"3721 Vliermaalroot, Belgique",BRUXELLES,"93,67"
7520,"7520 Ramegnies-Chin, Belgique",BRUXELLES,"93,728"
4453,"4453 Villers-Saint-Siméon, Belgique",BRUXELLES,"93,81"
7642,"7642 Calonne, Belgique",BRUXELLES,"93,81"
3940,"3940 Hechtel, Belgique",BRUXELLES,"93,87"
5503,"5503 Sorinnes, Belgique",BRUXELLES,"93,89"
4452,"4452 Wihogne, Belgique",BRUXELLES,"93,99"
8501,"8501 Bissegem, Belgique",BRUXELLES,"94,215"
2380,"2380 RAVELS, Belgique",BRUXELLES,"94,22"
4430,"4430 ANS, Belgique",BRUXELLES,"94,257"
7500,"7500 Ere, Belgique",BRUXELLES,"94,294"
3723,"3723 Guigoven, Belgique",BRUXELLES,"94,425"
7382,"7382 Audregnies, Belgique",BRUXELLES,"94,49"
4400,"4400 Awirs, Belgique",BRUXELLES,"94,498"
3600,"3600 GENK, Belgique",BRUXELLES,"94,55"
8870,"8870 Emelgem, Belgique",BRUXELLES,"94,753"
7320,"7320 BERNISSART, Belgique",BRUXELLES,"94,8"
7530,"7530 Gaurain-Ramecroix, Belgique",BRUXELLES,"94,83"
5561,"5561 Celles, Belgique",BRUXELLES,"94,84"
5354,"5354 Jallet, Belgique",BRUXELLES,"94,97"
7640,"7640 ANTOING, Belgique",BRUXELLES,"94,99"
8582,"8582 Outrijve, Belgique",BRUXELLES,"95,04"
4000,"4000 Glain, Belgique",BRUXELLES,"95,056"
8511,"8511 Aalbeke, Belgique",BRUXELLES,"95,16"
2470,"2470 RETIE, Belgique",BRUXELLES,"95,18"
2490,"2490 BALEN, Belgique",BRUXELLES,"95,28"
3722,"3722 Wintershoven, Belgique",BRUXELLES,"95,33"
7743,"7743 Esquelmes, Belgique",BRUXELLES,"95,376"
5646,"5646 Stave, Belgique",BRUXELLES,"95,423"
5353,"5353 Goesnes, Belgique",BRUXELLES,"95,53"
4451,"4451 Voroux-Lez-Liers, Belgique",BRUXELLES,"95,59"
6441,"6441 Erpion, Belgique",BRUXELLES,"95,7"
7643,"7643 Fontenoy, Belgique",BRUXELLES,"95,78"
7387,"7387 Athis, Belgique",BRUXELLES,"95,853"
7501,"7501 Orcq, Belgique",BRUXELLES,"96,18"
7522,"7522 Marquain, Belgique",BRUXELLES,"96,22"
4101,"4101 Jemeppe-Sur-Meuse, Belgique",BRUXELLES,"96,26"
5562,"5562 Custinne, Belgique",BRUXELLES,"96,28"
5361,"5361 Scy, Belgique",BRUXELLES,"96,352"
8583,"8583 Bossuit, Belgique",BRUXELLES,"96,44"
4557,"4557 Ramelot, Belgique",BRUXELLES,"96,502"
4042,"4042 Liers, Belgique",BRUXELLES,"96,51"
3724,"3724 Vliermaal, Belgique",BRUXELLES,"96,701"
7538,"7538 Vezon, Belgique",BRUXELLES,"96,71"
8210,"8210 Veldegem, Belgique",BRUXELLES,"96,869"
3732,"3732 Schalkhoven, Belgique",BRUXELLES,"96,94"
5644,"5644 Ermeton-Sur-Biert, Belgique",BRUXELLES,"97,09"
4041,"4041 Milmort, Belgique",BRUXELLES,"97,67"
5504,"5504 Foy-Notre-Dame, Belgique",BRUXELLES,"97,74"
8560,"8560 Gullegem, Belgique",BRUXELLES,"97,74"
3665,"3665 AS, Belgique",BRUXELLES,"97,86"
2400,"2400 MOL, Belgique",BRUXELLES,"98,06"
2370,"2370 ARENDONK, Belgique",BRUXELLES,"98,22"
7603,"7603 Bon-Secours, Belgique",BRUXELLES,"98,3"
2381,"2381 Weelde, Belgique",BRUXELLES,"98,44"
2387,"2387 BAARLE-HERTOG, Belgique",BRUXELLES,"98,78"
4540,"4540 Flône, Belgique",BRUXELLES,"98,891"
5630,"5630 Daussois, Belgique",BRUXELLES,"98,904"
5370,"5370 Jeneffe, Belgique",BRUXELLES,"98,964"
5377,"5377 Sinsin, Belgique",BRUXELLES,99
2480,"2480 DESSEL, Belgique",BRUXELLES,"99,05"
7620,"7620 Wez-Velvain, Belgique",BRUXELLES,"99,061"
3660,"3660 OPGLABBEEK, Belgique",BRUXELLES,"99,24"
3742,"3742 Martenslinde, Belgique",BRUXELLES,"99,58"
7506,"7506 Willemeau, Belgique",BRUXELLES,"99,68"
7504,"7504 Froidmont, Belgique",BRUXELLES,"99,957"
8490,"8490 JABBEKE, Belgique",BRUXELLES,"99,957"
5376,"5376 Miécret, Belgique",BRUXELLES,"99,98"
